Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,locus_tag,gene,product,protein_id,note,feature_type,sequence,start,end,strand
BHE81_RS26230,140.88746080958273,2.538400963269346,0.5165599601955935,4.914049014383906,8.92144305017358e-07,1.991511546491129e-05,BHE81_RS26230,fecA,,,,gene,NZ_MJDM01000041.1,15583,17907,+
BHE81_RS26230,140.88746080958273,2.538400963269346,0.5165599601955935,4.914049014383906,8.92144305017358e-07,1.991511546491129e-05,BHE81_RS26230,fecA,TonB-dependent Fe(3+) dicitrate receptor FecA,WP_032415036.1,,CDS,NZ_MJDM01000041.1,15583,17907,+
BHE81_RS26235,30.85950926306963,2.369513940616809,0.5051601112226739,4.690619643110203,2.723789000235715e-06,5.523600548130027e-05,BHE81_RS26235,fecB,,,,gene,NZ_MJDM01000041.1,17952,18854,+
BHE81_RS26235,30.85950926306963,2.369513940616809,0.5051601112226739,4.690619643110203,2.723789000235715e-06,5.523600548130027e-05,BHE81_RS26235,fecB,Fe(3+) dicitrate ABC transporter substrate-binding protein FecB,WP_032415038.1,,CDS,NZ_MJDM01000041.1,17952,18854,+
BHE81_RS26240,18.36062823262743,4.476027160548608,0.9634150614886394,4.646000814677309,3.384316656271799e-06,6.672164473276037e-05,BHE81_RS26240,fecC,,,,gene,NZ_MJDM01000041.1,18851,19849,+
BHE81_RS26240,18.36062823262743,4.476027160548608,0.9634150614886394,4.646000814677309,3.384316656271799e-06,6.672164473276037e-05,BHE81_RS26240,fecC,iron-dicitrate ABC transporter permease FecC,WP_004118243.1,,CDS,NZ_MJDM01000041.1,18851,19849,+
BHE81_RS26245,20.419336445295848,2.1121446471018155,0.6712915487748944,3.1463894502418137,0.0016529973781304,0.013541739686082,BHE81_RS26245,fecD,,,,gene,NZ_MJDM01000041.1,19846,20802,+
BHE81_RS26245,20.419336445295848,2.1121446471018155,0.6712915487748944,3.1463894502418137,0.0016529973781304,0.013541739686082,BHE81_RS26245,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,WP_004118246.1,,CDS,NZ_MJDM01000041.1,19846,20802,+
BHE81_RS26250,6.9170013736329565,3.736277254306864,1.2784069419598287,2.922604009470616,0.0034711766571622,0.0244081571942792,BHE81_RS26250,fecE,,,,gene,NZ_MJDM01000041.1,20803,21570,+
BHE81_RS26250,6.9170013736329565,3.736277254306864,1.2784069419598287,2.922604009470616,0.0034711766571622,0.0244081571942792,BHE81_RS26250,fecE,Fe(3+) dicitrate ABC transporter ATP-binding protein FecE,WP_004152282.1,,CDS,NZ_MJDM01000041.1,20803,21570,+
BHE81_RS26290,93.06533747421436,-1.7177060572250389,0.3889397946473508,-4.416380326375376,1.0036742660657198e-05,0.0001721342166069,BHE81_RS26290,lacZ,,,,gene,NZ_MJDM01000041.1,26916,29990,+
BHE81_RS26290,93.06533747421436,-1.7177060572250389,0.3889397946473508,-4.416380326375376,1.0036742660657198e-05,0.0001721342166069,BHE81_RS26290,lacZ,beta-galactosidase,WP_004182121.1,,CDS,NZ_MJDM01000041.1,26916,29990,+
BHE81_RS26335,18.409208335294583,2.251589034881595,0.6754580937528245,3.3334252053622384,0.0008578373251804,0.007867860162905,BHE81_RS26335,,,,,gene,NZ_MJDM01000043.1,1684,2040,-
BHE81_RS26335,18.409208335294583,2.251589034881595,0.6754580937528245,3.3334252053622384,0.0008578373251804,0.007867860162905,BHE81_RS26335,,hypothetical protein,WP_004152717.1,,CDS,NZ_MJDM01000043.1,1684,2040,-
BHE81_RS26590,13.23876321619867,2.585773899810076,0.8253401930308321,3.1329794933584187,0.0017304153140436,0.0139324851334926,BHE81_RS26590,,,,,gene,NZ_MJDM01000045.1,8123,9394,+
BHE81_RS26590,13.23876321619867,2.585773899810076,0.8253401930308321,3.1329794933584187,0.0017304153140436,0.0139324851334926,BHE81_RS26590,,Y-family DNA polymerase,WP_149888858.1,,CDS,NZ_MJDM01000045.1,8123,9394,+
BHE81_RS26665,154.31088609966048,-1.570164314203731,0.3310707151361007,-4.742685602857528,2.109034504155456e-06,4.4490082865159344e-05,BHE81_RS26665,,,,,gene,NZ_MJDM01000045.1,23292,24074,+
BHE81_RS26665,154.31088609966048,-1.570164314203731,0.3310707151361007,-4.742685602857528,2.109034504155456e-06,4.4490082865159344e-05,BHE81_RS26665,,hypothetical protein,WP_048295721.1,,CDS,NZ_MJDM01000045.1,23292,24074,+
BHE81_RS26685,15.281995005484184,2.0991059839574806,0.6421842243774036,3.268697523662403,0.0010804373517457,0.0096371357019351,BHE81_RS26685,,,,,gene,NZ_MJDM01000045.1,27830,28411,+
BHE81_RS26685,15.281995005484184,2.0991059839574806,0.6421842243774036,3.268697523662403,0.0010804373517457,0.0096371357019351,BHE81_RS26685,,hypothetical protein,WP_011977803.1,,CDS,NZ_MJDM01000045.1,27830,28411,+
BHE81_RS26815,17.100002779575064,2.224207063807908,0.6812111298933725,3.265077398480049,0.0010943416910616,0.0097405645455465,BHE81_RS26815,tetR(D),,,,gene,NZ_MJDM01000045.1,52784,53440,+
BHE81_RS26815,17.100002779575064,2.224207063807908,0.6812111298933725,3.265077398480049,0.0010943416910616,0.0097405645455465,BHE81_RS26815,tetR(D),tetracycline resistance transcriptional repressor TetR(D),WP_000113282.1,,CDS,NZ_MJDM01000045.1,52784,53440,+
BHE81_RS26880,5.014922202807186,-4.27886664399761,1.4918425086159388,-2.8681758424804107,0.004128460103718,0.0282601053454399,BHE81_RS26880,,,,,gene,NZ_MJDM01000045.1,63070,63321,-
BHE81_RS26880,5.014922202807186,-4.27886664399761,1.4918425086159388,-2.8681758424804107,0.004128460103718,0.0282601053454399,BHE81_RS26880,,hypothetical protein,WP_103468676.1,,CDS,NZ_MJDM01000045.1,63070,63321,-
BHE81_RS26885,52.5869578872756,-1.1328963501930551,0.3838213627883359,-2.9516240106150846,0.003161075842931,0.0228366078447365,BHE81_RS26885,tnpC,,,,gene,NZ_MJDM01000045.1,63359,64951,-
BHE81_RS26885,52.5869578872756,-1.1328963501930551,0.3838213627883359,-2.9516240106150846,0.003161075842931,0.0228366078447365,BHE81_RS26885,tnpC,IS66 family transposase,WP_044596437.1,,CDS,NZ_MJDM01000045.1,63359,64951,-
BHE81_RS27330,21.83935465238784,2.5771463813186526,0.6337244703232445,4.066666985423688,4.769031621750457e-05,0.0006867080004151,BHE81_RS27330,,,,,gene,NZ_MJDM01000045.1,139400,139957,-
BHE81_RS27330,21.83935465238784,2.5771463813186526,0.6337244703232445,4.066666985423688,4.769031621750457e-05,0.0006867080004151,BHE81_RS27330,,OsmC family protein,WP_000108589.1,,CDS,NZ_MJDM01000045.1,139400,139957,-
BHE81_RS27400,47.9098750174245,1.452080223830751,0.4131906244484013,3.51431067868309,0.0004408968270324,0.0045039799352295,BHE81_RS27400,,,,,gene,NZ_MJDM01000045.1,150821,151312,-
BHE81_RS27400,47.9098750174245,1.452080223830751,0.4131906244484013,3.51431067868309,0.0004408968270324,0.0045039799352295,BHE81_RS27400,,MbeB family mobilization protein,WP_015059161.1,,CDS,NZ_MJDM01000045.1,150821,151312,-
BHE81_RS27425,32.20734323772153,-2.4977439965575434,0.5318323556218233,-4.696487474210097,2.646734578541849e-06,5.42066659556702e-05,BHE81_RS27425,,,,,gene,NZ_MJDM01000045.1,156523,157791,+
BHE81_RS27425,32.20734323772153,-2.4977439965575434,0.5318323556218233,-4.696487474210097,2.646734578541849e-06,5.42066659556702e-05,BHE81_RS27425,,IS4-like element ISApu1 family transposase,WP_011191342.1,,CDS,NZ_MJDM01000045.1,156523,157791,+
BHE81_RS27530,299.3020621650754,-1.0184729328210596,0.3467197904353936,-2.9374525507820346,0.0033092080753771,0.0235042910269635,BHE81_RS27530,,,,,gene,NZ_MJDM01000045.1,171851,172696,-
BHE81_RS27530,299.3020621650754,-1.0184729328210596,0.3467197904353936,-2.9374525507820346,0.0033092080753771,0.0235042910269635,BHE81_RS27530,,AraC family transcriptional regulator,WP_003464995.1,,CDS,NZ_MJDM01000045.1,171851,172696,-
BHE81_RS27565,213.70367860990223,-2.5576791254612465,0.389322794085831,-6.569559153264924,5.046444445881578e-11,2.475691757810974e-09,BHE81_RS27565,tnpC,IS66 family transposase,,,CDS,NZ_MJDM01000045.1,177620,178708,+
BHE81_RS27570,1071.9344056339517,-2.5941195465427778,0.3304990184971678,-7.849099093663444,4.190364355979956e-15,4.311987126312057e-13,BHE81_RS27570,,,,,gene,NZ_MJDM01000045.1,178959,179522,-
BHE81_RS27570,1071.9344056339517,-2.5941195465427778,0.3304990184971678,-7.849099093663444,4.190364355979956e-15,4.311987126312057e-13,BHE81_RS27570,,chlorite dismutase family protein,WP_001097412.1,,CDS,NZ_MJDM01000045.1,178959,179522,-
BHE81_RS27575,972.3292420383392,-1.7397948377145744,0.5452068163155923,-3.191073159121136,0.0014174538307846,0.0120326714528779,BHE81_RS27575,,,,,gene,NZ_MJDM01000045.1,179546,179920,-
BHE81_RS27575,972.3292420383392,-1.7397948377145744,0.5452068163155923,-3.191073159121136,0.0014174538307846,0.0120326714528779,BHE81_RS27575,,cupin domain-containing protein,WP_001348195.1,,CDS,NZ_MJDM01000045.1,179546,179920,-
BHE81_RS27690,28.43466130497776,-2.134903750647442,0.503634657210457,-4.238992928866919,2.2452472966953066e-05,0.0003615533719373,BHE81_RS27690,traX,,,,gene,NZ_MJDM01000045.1,197119,197844,-
BHE81_RS27690,28.43466130497776,-2.134903750647442,0.503634657210457,-4.238992928866919,2.2452472966953066e-05,0.0003615533719373,BHE81_RS27690,traX,type-F conjugative transfer system pilin acetylase TraX,WP_009309882.1,,CDS,NZ_MJDM01000045.1,197119,197844,-
BHE81_RS00020,15.877885872133092,-3.3748325707804048,0.7433274102354516,-4.540169680694829,5.620897463248051e-06,0.0001031068104236,BHE81_RS00020,,,,,gene,NZ_MJDM01000001.1,4251,5375,-
BHE81_RS00020,15.877885872133092,-3.3748325707804048,0.7433274102354516,-4.540169680694829,5.620897463248051e-06,0.0001031068104236,BHE81_RS00020,,ABC transporter permease,WP_023343053.1,,CDS,NZ_MJDM01000001.1,4251,5375,-
BHE81_RS00025,67.03114560286132,-3.2718865118623754,0.5516683519761845,-5.930893987559437,3.012897034926078e-09,1.1661846413168005e-07,BHE81_RS00025,rbbA,,,,gene,NZ_MJDM01000001.1,5375,8119,-
BHE81_RS00025,67.03114560286132,-3.2718865118623754,0.5516683519761845,-5.930893987559437,3.012897034926078e-09,1.1661846413168005e-07,BHE81_RS00025,rbbA,ribosome-associated ATPase/putative transporter RbbA,WP_023343054.1,,CDS,NZ_MJDM01000001.1,5375,8119,-
BHE81_RS00030,43.4440475583484,-3.721724974621528,0.525233475005229,-7.085848773413529,1.3819465660980242e-12,8.833988730859946e-11,BHE81_RS00030,,,,,gene,NZ_MJDM01000001.1,8116,9183,-
BHE81_RS00030,43.4440475583484,-3.721724974621528,0.525233475005229,-7.085848773413529,1.3819465660980242e-12,8.833988730859946e-11,BHE81_RS00030,,HlyD family secretion protein,WP_023343055.1,,CDS,NZ_MJDM01000001.1,8116,9183,-
BHE81_RS00060,12.48967104106231,-2.162495600450047,0.808224583607243,-2.6756122547008694,0.0074592888505632,0.0447027551996113,BHE81_RS00060,,,,,gene,NZ_MJDM01000001.1,15473,16255,-
BHE81_RS00060,12.48967104106231,-2.162495600450047,0.808224583607243,-2.6756122547008694,0.0074592888505632,0.0447027551996113,BHE81_RS00060,,NAD(P)H-dependent oxidoreductase,WP_004177550.1,,CDS,NZ_MJDM01000001.1,15473,16255,-
BHE81_RS00065,18.86770532102948,-1.701120662424417,0.6061416210371613,-2.8064739384067554,0.0050086963917149,0.0327623101963492,BHE81_RS00065,,,,,gene,NZ_MJDM01000001.1,16342,17250,+
BHE81_RS00065,18.86770532102948,-1.701120662424417,0.6061416210371613,-2.8064739384067554,0.0050086963917149,0.0327623101963492,BHE81_RS00065,,LysR family transcriptional regulator,WP_149888777.1,,CDS,NZ_MJDM01000001.1,16342,17250,+
BHE81_RS00110,16.004855426572735,-3.993406387225694,0.8589344591076561,-4.649256232395693,3.331341478801393e-06,6.598558544161069e-05,BHE81_RS00110,yjiL,,,,gene,NZ_MJDM01000001.1,24073,24840,-
BHE81_RS00110,16.004855426572735,-3.993406387225694,0.8589344591076561,-4.649256232395693,3.331341478801393e-06,6.598558544161069e-05,BHE81_RS00110,yjiL,putative 2-hydroxyacyl-CoA dehydratase activator YjiL,WP_002887413.1,,CDS,NZ_MJDM01000001.1,24073,24840,-
BHE81_RS00115,25.888260824378467,-5.063685031393205,0.6964541287637755,-7.270665535979202,3.5772064831871813e-13,2.695916567698959e-11,BHE81_RS00115,,,,,gene,NZ_MJDM01000001.1,24850,26001,-
BHE81_RS00115,25.888260824378467,-5.063685031393205,0.6964541287637755,-7.270665535979202,3.5772064831871813e-13,2.695916567698959e-11,BHE81_RS00115,,double-cubane-cluster-containing anaerobic reductase,WP_002887414.1,,CDS,NZ_MJDM01000001.1,24850,26001,-
BHE81_RS00150,298.22058799539946,1.936750422021972,0.4822903111038658,4.015735704059943,5.926063805442821e-05,0.000827882887257,BHE81_RS00150,,,,,gene,NZ_MJDM01000001.1,31746,33116,+
BHE81_RS00150,298.22058799539946,1.936750422021972,0.4822903111038658,4.015735704059943,5.926063805442821e-05,0.000827882887257,BHE81_RS00150,,NAD-dependent succinate-semialdehyde dehydrogenase,WP_023302448.1,,CDS,NZ_MJDM01000001.1,31746,33116,+
BHE81_RS00155,12.573011936273758,2.830893461409694,0.8433333606592054,3.3567905569357293,0.0007885282013271,0.007343930422515,BHE81_RS00155,,,,,gene,NZ_MJDM01000001.1,33166,33486,-
BHE81_RS00155,12.573011936273758,2.830893461409694,0.8433333606592054,3.3567905569357293,0.0007885282013271,0.007343930422515,BHE81_RS00155,,hypothetical protein,WP_016160232.1,,CDS,NZ_MJDM01000001.1,33166,33486,-
BHE81_RS00160,32.46164166651745,1.2138936083152605,0.461283423265487,2.6315569714644096,0.0084994615487923,0.0494610045163514,BHE81_RS00160,,,,,gene,NZ_MJDM01000001.1,33486,34031,-
BHE81_RS00160,32.46164166651745,1.2138936083152605,0.461283423265487,2.6315569714644096,0.0084994615487923,0.0494610045163514,BHE81_RS00160,,YfaZ family outer membrane protein,WP_073545770.1,,CDS,NZ_MJDM01000001.1,33486,34031,-
BHE81_RS00330,7.316117567290639,-3.831255148484223,1.0641115773175105,-3.600426149053213,0.0003176960573136,0.00345453522115,BHE81_RS00330,,,,,gene,NZ_MJDM01000001.1,65253,66032,+
BHE81_RS00330,7.316117567290639,-3.831255148484223,1.0641115773175105,-3.600426149053213,0.0003176960573136,0.00345453522115,BHE81_RS00330,,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,WP_004177513.1,,CDS,NZ_MJDM01000001.1,65253,66032,+
BHE81_RS00335,10.959677075162537,-3.2038448379810003,0.8545626238840444,-3.749104803366325,0.0001774669160473,0.0021577317544778,BHE81_RS00335,,,,,gene,NZ_MJDM01000001.1,66010,66861,+
BHE81_RS00335,10.959677075162537,-3.2038448379810003,0.8545626238840444,-3.749104803366325,0.0001774669160473,0.0021577317544778,BHE81_RS00335,,PTS system mannose/fructose/sorbose family transporter subunit IID,WP_004146068.1,,CDS,NZ_MJDM01000001.1,66010,66861,+
BHE81_RS00345,14.618466183484196,-2.2880418081150524,0.6687866480643966,-3.421183444282428,0.0006234926138495,0.0060057427804368,BHE81_RS00345,,,,,gene,NZ_MJDM01000001.1,67953,68963,+
BHE81_RS00345,14.618466183484196,-2.2880418081150524,0.6687866480643966,-3.421183444282428,0.0006234926138495,0.0060057427804368,BHE81_RS00345,,SIS domain-containing protein,WP_015959384.1,,CDS,NZ_MJDM01000001.1,67953,68963,+
BHE81_RS00370,31.819195823830785,-1.7824724460178685,0.4781505300628835,-3.727847892970961,0.0001931218721514,0.0023147192574057,BHE81_RS00370,dnaT,,,,gene,NZ_MJDM01000001.1,73941,74480,-
BHE81_RS00370,31.819195823830785,-1.7824724460178685,0.4781505300628835,-3.727847892970961,0.0001931218721514,0.0023147192574057,BHE81_RS00370,dnaT,primosomal protein DnaT,WP_002887624.1,,CDS,NZ_MJDM01000001.1,73941,74480,-
BHE81_RS00380,24.24798187257881,-2.355949526734266,0.8435383565905725,-2.7929370470556694,0.0052231855871763,0.0339024922958417,BHE81_RS00380,,,,,gene,NZ_MJDM01000001.1,75047,75823,-
BHE81_RS00380,24.24798187257881,-2.355949526734266,0.8435383565905725,-2.7929370470556694,0.0052231855871763,0.0339024922958417,BHE81_RS00380,,threonine/serine ThrE exporter family protein,WP_004146059.1,,CDS,NZ_MJDM01000001.1,75047,75823,-
BHE81_RS00410,39.31443575757464,-2.451923765515093,0.5137257483085436,-4.772826305841435,1.8165845143303105e-06,3.890441657847502e-05,BHE81_RS00410,,,,,gene,NZ_MJDM01000001.1,80612,81955,+
BHE81_RS00410,39.31443575757464,-2.451923765515093,0.5137257483085436,-4.772826305841435,1.8165845143303105e-06,3.890441657847502e-05,BHE81_RS00410,,PTS cellobiose transporter subunit IIC,WP_002887650.1,,CDS,NZ_MJDM01000001.1,80612,81955,+
BHE81_RS00460,179.06704274147708,2.550437751630637,0.3692714537444273,6.906674550033846,4.961463719562942e-12,2.8287047882210876e-10,BHE81_RS00460,osmY,,,,gene,NZ_MJDM01000001.1,89280,89900,+
BHE81_RS00460,179.06704274147708,2.550437751630637,0.3692714537444273,6.906674550033846,4.961463719562942e-12,2.8287047882210876e-10,BHE81_RS00460,osmY,molecular chaperone OsmY,WP_004146042.1,,CDS,NZ_MJDM01000001.1,89280,89900,+
BHE81_RS00465,79.97430039334773,1.5484048436580056,0.4879157187865187,3.1735088336752075,0.0015060831865793,0.0126576991318289,BHE81_RS00465,,,,,gene,NZ_MJDM01000001.1,90030,90191,+
BHE81_RS00465,79.97430039334773,1.5484048436580056,0.4879157187865187,3.1735088336752075,0.0015060831865793,0.0126576991318289,BHE81_RS00465,,DUF1328 domain-containing protein,WP_002887716.1,,CDS,NZ_MJDM01000001.1,90030,90191,+
BHE81_RS00595,22.85056825699448,2.529030234153048,0.7156593434710546,3.533846455335682,0.000409558930597,0.004245526113486,BHE81_RS00595,thrL,,,,gene,NZ_MJDM01000001.1,116824,116892,+
BHE81_RS00595,22.85056825699448,2.529030234153048,0.7156593434710546,3.533846455335682,0.000409558930597,0.004245526113486,BHE81_RS00595,thrL,thr operon leader peptide,WP_004222578.1,,CDS,NZ_MJDM01000001.1,116824,116892,+
BHE81_RS00600,66.21349979323806,1.2079195428715812,0.3931552286502137,3.072373085355187,0.0021236411731218,0.0165612608306857,BHE81_RS00600,thrA,,,,gene,NZ_MJDM01000001.1,116974,119436,+
BHE81_RS00600,66.21349979323806,1.2079195428715812,0.3931552286502137,3.072373085355187,0.0021236411731218,0.0165612608306857,BHE81_RS00600,thrA,bifunctional aspartate kinase/homoserine dehydrogenase I,WP_002887848.1,,CDS,NZ_MJDM01000001.1,116974,119436,+
BHE81_RS00625,29.527638832437564,-1.4663156280884868,0.5062578564035943,-2.896380983605959,0.0037749380135779,0.0261948412488249,BHE81_RS00625,,,,,gene,NZ_MJDM01000001.1,123263,124693,-
BHE81_RS00625,29.527638832437564,-1.4663156280884868,0.5062578564035943,-2.896380983605959,0.0037749380135779,0.0261948412488249,BHE81_RS00625,,alanine/glycine:cation symporter family protein,WP_002887871.1,,CDS,NZ_MJDM01000001.1,123263,124693,-
BHE81_RS00645,14.43040404316695,-1.947072749652026,0.6347603146140269,-3.0674141165172952,0.0021591949723716,0.0168074604952692,BHE81_RS00645,satP,,,,gene,NZ_MJDM01000001.1,128023,128589,-
BHE81_RS00645,14.43040404316695,-1.947072749652026,0.6347603146140269,-3.0674141165172952,0.0021591949723716,0.0168074604952692,BHE81_RS00645,satP,acetate uptake transporter,WP_004177461.1,,CDS,NZ_MJDM01000001.1,128023,128589,-
BHE81_RS00715,38.7059828968382,-1.0844109425652906,0.4020537259763274,-2.6971791890050527,0.0069929629537401,0.0426081286034272,BHE81_RS00715,rihC,,,,gene,NZ_MJDM01000001.1,142281,143195,+
BHE81_RS00715,38.7059828968382,-1.0844109425652906,0.4020537259763274,-2.6971791890050527,0.0069929629537401,0.0426081286034272,BHE81_RS00715,rihC,ribonucleoside hydrolase RihC,WP_004212577.1,,CDS,NZ_MJDM01000001.1,142281,143195,+
BHE81_RS00805,12.526667709108128,3.055097742322114,0.8248607605537155,3.703773883329444,0.0002124156125719,0.0025019448347043,BHE81_RS00805,,,,,gene,NZ_MJDM01000001.1,163536,163769,+
BHE81_RS00805,12.526667709108128,3.055097742322114,0.8248607605537155,3.703773883329444,0.0002124156125719,0.0025019448347043,BHE81_RS00805,,YgdI/YgdR family lipoprotein,WP_002888059.1,,CDS,NZ_MJDM01000001.1,163536,163769,+
BHE81_RS00810,13.864497399085474,2.19860474750218,0.8170630094172028,2.69086315518115,0.0071267421620203,0.0431834817110034,BHE81_RS00810,kefF,,,,gene,NZ_MJDM01000001.1,163901,164434,+
BHE81_RS00810,13.864497399085474,2.19860474750218,0.8170630094172028,2.69086315518115,0.0071267421620203,0.0431834817110034,BHE81_RS00810,kefF,glutathione-regulated potassium-efflux system oxidoreductase KefF,WP_002888068.1,,CDS,NZ_MJDM01000001.1,163901,164434,+
BHE81_RS00910,62.42124817013248,-1.884644368801808,0.3986559113259274,-4.727496357782558,2.273051398523277e-06,4.700982279592994e-05,BHE81_RS00910,araC,,,,gene,NZ_MJDM01000001.1,190700,191545,+
BHE81_RS00910,62.42124817013248,-1.884644368801808,0.3986559113259274,-4.727496357782558,2.273051398523277e-06,4.700982279592994e-05,BHE81_RS00910,araC,arabinose operon transcriptional regulator AraC,WP_004145972.1,,CDS,NZ_MJDM01000001.1,190700,191545,+
BHE81_RS00935,27.48377288415112,-1.5138416625614943,0.5505240499770899,-2.74981930875589,0.0059628135409414,0.0374361760851666,BHE81_RS00935,sgrR,,,,gene,NZ_MJDM01000001.1,195972,197627,-
BHE81_RS00935,27.48377288415112,-1.5138416625614943,0.5505240499770899,-2.74981930875589,0.0059628135409414,0.0374361760851666,BHE81_RS00935,sgrR,HTH-type transcriptional regulator SgrR,WP_004145968.1,,CDS,NZ_MJDM01000001.1,195972,197627,-
BHE81_RS01025,112.54600645504009,-1.440846183708088,0.4205551130047488,-3.4260579390264567,0.0006124097327201,0.0059124866415249,BHE81_RS01025,cra,,,,gene,NZ_MJDM01000001.1,216383,217387,+
BHE81_RS01025,112.54600645504009,-1.440846183708088,0.4205551130047488,-3.4260579390264567,0.0006124097327201,0.0059124866415249,BHE81_RS01025,cra,catabolite repressor/activator,WP_004145952.1,,CDS,NZ_MJDM01000001.1,216383,217387,+
BHE81_RS01030,108.55448781858684,1.519474163593389,0.33462600187656,4.540813191659586,5.603766764713397e-06,0.0001031068104236,BHE81_RS01030,mraZ,,,,gene,NZ_MJDM01000001.1,218028,218486,+
BHE81_RS01030,108.55448781858684,1.519474163593389,0.33462600187656,4.540813191659586,5.603766764713397e-06,0.0001031068104236,BHE81_RS01030,mraZ,division/cell wall cluster transcriptional repressor MraZ,WP_002888541.1,,CDS,NZ_MJDM01000001.1,218028,218486,+
BHE81_RS01035,91.58941109489906,1.3455612437732296,0.3852565871622766,3.4926365664098467,0.0004782769631825,0.0048273935590125,BHE81_RS01035,rsmH,,,,gene,NZ_MJDM01000001.1,218489,219430,+
BHE81_RS01035,91.58941109489906,1.3455612437732296,0.3852565871622766,3.4926365664098467,0.0004782769631825,0.0048273935590125,BHE81_RS01035,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,WP_002888547.1,,CDS,NZ_MJDM01000001.1,218489,219430,+
BHE81_RS01160,39.40818233113864,1.1483573901572606,0.4238642820369694,2.709257276028511,0.0067434026264082,0.0415334535486369,BHE81_RS01160,nadC,,,,gene,NZ_MJDM01000001.1,246185,247078,-
BHE81_RS01160,39.40818233113864,1.1483573901572606,0.4238642820369694,2.709257276028511,0.0067434026264082,0.0415334535486369,BHE81_RS01160,nadC,carboxylating nicotinate-nucleotide diphosphorylase,WP_002888684.1,,CDS,NZ_MJDM01000001.1,246185,247078,-
BHE81_RS01235,72.9189806317192,-2.3404613190036065,0.3203252757381728,-7.3065146470572335,2.741606294539856e-13,2.1420068438266014e-11,BHE81_RS01235,yacL,,,,gene,NZ_MJDM01000001.1,266676,267038,+
BHE81_RS01235,72.9189806317192,-2.3404613190036065,0.3203252757381728,-7.3065146470572335,2.741606294539856e-13,2.1420068438266014e-11,BHE81_RS01235,yacL,protein YacL,WP_002888737.1,,CDS,NZ_MJDM01000001.1,266676,267038,+
BHE81_RS01295,29.5449246703696,-1.4433551621591698,0.4399866647910786,-3.2804520628926936,0.0010364087551582,0.0092836699320862,BHE81_RS01295,,,,,gene,NZ_MJDM01000001.1,279425,279865,+
BHE81_RS01295,29.5449246703696,-1.4433551621591698,0.4399866647910786,-3.2804520628926936,0.0010364087551582,0.0092836699320862,BHE81_RS01295,,PTS sugar transporter subunit IIA,WP_004177394.1,,CDS,NZ_MJDM01000001.1,279425,279865,+
BHE81_RS01300,27.0606472547874,-1.3902026928383084,0.4596899287552457,-3.024218295586151,0.0024927650085923,0.0189154236893002,BHE81_RS01300,,,,,gene,NZ_MJDM01000001.1,279924,281177,+
