Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,locus_tag,gene,product,protein_id,note,feature_type,sequence,start,end,strand
BHE81_RS26240,18.36062823262743,4.476027160548608,0.9634150614886394,4.646000814677309,3.384316656271799e-06,6.672164473276037e-05,BHE81_RS26240,fecC,,,,gene,NZ_MJDM01000041.1,18851,19849,+
BHE81_RS26240,18.36062823262743,4.476027160548608,0.9634150614886394,4.646000814677309,3.384316656271799e-06,6.672164473276037e-05,BHE81_RS26240,fecC,iron-dicitrate ABC transporter permease FecC,WP_004118243.1,,CDS,NZ_MJDM01000041.1,18851,19849,+
BHE81_RS26245,20.419336445295848,2.1121446471018155,0.6712915487748944,3.1463894502418137,0.0016529973781304,0.013541739686082,BHE81_RS26245,fecD,,,,gene,NZ_MJDM01000041.1,19846,20802,+
BHE81_RS26245,20.419336445295848,2.1121446471018155,0.6712915487748944,3.1463894502418137,0.0016529973781304,0.013541739686082,BHE81_RS26245,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,WP_004118246.1,,CDS,NZ_MJDM01000041.1,19846,20802,+
BHE81_RS26250,6.9170013736329565,3.736277254306864,1.2784069419598287,2.922604009470616,0.0034711766571622,0.0244081571942792,BHE81_RS26250,fecE,,,,gene,NZ_MJDM01000041.1,20803,21570,+
BHE81_RS26250,6.9170013736329565,3.736277254306864,1.2784069419598287,2.922604009470616,0.0034711766571622,0.0244081571942792,BHE81_RS26250,fecE,Fe(3+) dicitrate ABC transporter ATP-binding protein FecE,WP_004152282.1,,CDS,NZ_MJDM01000041.1,20803,21570,+
BHE81_RS26335,18.409208335294583,2.251589034881595,0.6754580937528245,3.3334252053622384,0.0008578373251804,0.007867860162905,BHE81_RS26335,,,,,gene,NZ_MJDM01000043.1,1684,2040,-
BHE81_RS26335,18.409208335294583,2.251589034881595,0.6754580937528245,3.3334252053622384,0.0008578373251804,0.007867860162905,BHE81_RS26335,,hypothetical protein,WP_004152717.1,,CDS,NZ_MJDM01000043.1,1684,2040,-
BHE81_RS26590,13.23876321619867,2.585773899810076,0.8253401930308321,3.1329794933584187,0.0017304153140436,0.0139324851334926,BHE81_RS26590,,,,,gene,NZ_MJDM01000045.1,8123,9394,+
BHE81_RS26590,13.23876321619867,2.585773899810076,0.8253401930308321,3.1329794933584187,0.0017304153140436,0.0139324851334926,BHE81_RS26590,,Y-family DNA polymerase,WP_149888858.1,,CDS,NZ_MJDM01000045.1,8123,9394,+
BHE81_RS26685,15.281995005484184,2.0991059839574806,0.6421842243774036,3.268697523662403,0.0010804373517457,0.0096371357019351,BHE81_RS26685,,,,,gene,NZ_MJDM01000045.1,27830,28411,+
BHE81_RS26685,15.281995005484184,2.0991059839574806,0.6421842243774036,3.268697523662403,0.0010804373517457,0.0096371357019351,BHE81_RS26685,,hypothetical protein,WP_011977803.1,,CDS,NZ_MJDM01000045.1,27830,28411,+
BHE81_RS26815,17.100002779575064,2.224207063807908,0.6812111298933725,3.265077398480049,0.0010943416910616,0.0097405645455465,BHE81_RS26815,tetR(D),,,,gene,NZ_MJDM01000045.1,52784,53440,+
BHE81_RS26815,17.100002779575064,2.224207063807908,0.6812111298933725,3.265077398480049,0.0010943416910616,0.0097405645455465,BHE81_RS26815,tetR(D),tetracycline resistance transcriptional repressor TetR(D),WP_000113282.1,,CDS,NZ_MJDM01000045.1,52784,53440,+
BHE81_RS27330,21.83935465238784,2.5771463813186526,0.6337244703232445,4.066666985423688,4.769031621750457e-05,0.0006867080004151,BHE81_RS27330,,,,,gene,NZ_MJDM01000045.1,139400,139957,-
BHE81_RS27330,21.83935465238784,2.5771463813186526,0.6337244703232445,4.066666985423688,4.769031621750457e-05,0.0006867080004151,BHE81_RS27330,,OsmC family protein,WP_000108589.1,,CDS,NZ_MJDM01000045.1,139400,139957,-
BHE81_RS27400,47.9098750174245,1.452080223830751,0.4131906244484013,3.51431067868309,0.0004408968270324,0.0045039799352295,BHE81_RS27400,,,,,gene,NZ_MJDM01000045.1,150821,151312,-
BHE81_RS27400,47.9098750174245,1.452080223830751,0.4131906244484013,3.51431067868309,0.0004408968270324,0.0045039799352295,BHE81_RS27400,,MbeB family mobilization protein,WP_015059161.1,,CDS,NZ_MJDM01000045.1,150821,151312,-
BHE81_RS00150,298.22058799539946,1.936750422021972,0.4822903111038658,4.015735704059943,5.926063805442821e-05,0.000827882887257,BHE81_RS00150,,,,,gene,NZ_MJDM01000001.1,31746,33116,+
BHE81_RS00150,298.22058799539946,1.936750422021972,0.4822903111038658,4.015735704059943,5.926063805442821e-05,0.000827882887257,BHE81_RS00150,,NAD-dependent succinate-semialdehyde dehydrogenase,WP_023302448.1,,CDS,NZ_MJDM01000001.1,31746,33116,+
BHE81_RS00155,12.573011936273758,2.830893461409694,0.8433333606592054,3.3567905569357293,0.0007885282013271,0.007343930422515,BHE81_RS00155,,,,,gene,NZ_MJDM01000001.1,33166,33486,-
BHE81_RS00155,12.573011936273758,2.830893461409694,0.8433333606592054,3.3567905569357293,0.0007885282013271,0.007343930422515,BHE81_RS00155,,hypothetical protein,WP_016160232.1,,CDS,NZ_MJDM01000001.1,33166,33486,-
BHE81_RS00160,32.46164166651745,1.2138936083152605,0.461283423265487,2.6315569714644096,0.0084994615487923,0.0494610045163514,BHE81_RS00160,,,,,gene,NZ_MJDM01000001.1,33486,34031,-
BHE81_RS00160,32.46164166651745,1.2138936083152605,0.461283423265487,2.6315569714644096,0.0084994615487923,0.0494610045163514,BHE81_RS00160,,YfaZ family outer membrane protein,WP_073545770.1,,CDS,NZ_MJDM01000001.1,33486,34031,-
BHE81_RS00460,179.06704274147708,2.550437751630637,0.3692714537444273,6.906674550033846,4.961463719562942e-12,2.8287047882210876e-10,BHE81_RS00460,osmY,,,,gene,NZ_MJDM01000001.1,89280,89900,+
BHE81_RS00460,179.06704274147708,2.550437751630637,0.3692714537444273,6.906674550033846,4.961463719562942e-12,2.8287047882210876e-10,BHE81_RS00460,osmY,molecular chaperone OsmY,WP_004146042.1,,CDS,NZ_MJDM01000001.1,89280,89900,+
BHE81_RS00465,79.97430039334773,1.5484048436580056,0.4879157187865187,3.1735088336752075,0.0015060831865793,0.0126576991318289,BHE81_RS00465,,,,,gene,NZ_MJDM01000001.1,90030,90191,+
BHE81_RS00465,79.97430039334773,1.5484048436580056,0.4879157187865187,3.1735088336752075,0.0015060831865793,0.0126576991318289,BHE81_RS00465,,DUF1328 domain-containing protein,WP_002887716.1,,CDS,NZ_MJDM01000001.1,90030,90191,+
BHE81_RS00595,22.85056825699448,2.529030234153048,0.7156593434710546,3.533846455335682,0.000409558930597,0.004245526113486,BHE81_RS00595,thrL,,,,gene,NZ_MJDM01000001.1,116824,116892,+
BHE81_RS00595,22.85056825699448,2.529030234153048,0.7156593434710546,3.533846455335682,0.000409558930597,0.004245526113486,BHE81_RS00595,thrL,thr operon leader peptide,WP_004222578.1,,CDS,NZ_MJDM01000001.1,116824,116892,+
BHE81_RS00600,66.21349979323806,1.2079195428715812,0.3931552286502137,3.072373085355187,0.0021236411731218,0.0165612608306857,BHE81_RS00600,thrA,,,,gene,NZ_MJDM01000001.1,116974,119436,+
BHE81_RS00600,66.21349979323806,1.2079195428715812,0.3931552286502137,3.072373085355187,0.0021236411731218,0.0165612608306857,BHE81_RS00600,thrA,bifunctional aspartate kinase/homoserine dehydrogenase I,WP_002887848.1,,CDS,NZ_MJDM01000001.1,116974,119436,+
BHE81_RS00805,12.526667709108128,3.055097742322114,0.8248607605537155,3.703773883329444,0.0002124156125719,0.0025019448347043,BHE81_RS00805,,,,,gene,NZ_MJDM01000001.1,163536,163769,+
BHE81_RS00805,12.526667709108128,3.055097742322114,0.8248607605537155,3.703773883329444,0.0002124156125719,0.0025019448347043,BHE81_RS00805,,YgdI/YgdR family lipoprotein,WP_002888059.1,,CDS,NZ_MJDM01000001.1,163536,163769,+
BHE81_RS00810,13.864497399085474,2.19860474750218,0.8170630094172028,2.69086315518115,0.0071267421620203,0.0431834817110034,BHE81_RS00810,kefF,,,,gene,NZ_MJDM01000001.1,163901,164434,+
BHE81_RS00810,13.864497399085474,2.19860474750218,0.8170630094172028,2.69086315518115,0.0071267421620203,0.0431834817110034,BHE81_RS00810,kefF,glutathione-regulated potassium-efflux system oxidoreductase KefF,WP_002888068.1,,CDS,NZ_MJDM01000001.1,163901,164434,+
BHE81_RS01030,108.55448781858684,1.519474163593389,0.33462600187656,4.540813191659586,5.603766764713397e-06,0.0001031068104236,BHE81_RS01030,mraZ,,,,gene,NZ_MJDM01000001.1,218028,218486,+
BHE81_RS01030,108.55448781858684,1.519474163593389,0.33462600187656,4.540813191659586,5.603766764713397e-06,0.0001031068104236,BHE81_RS01030,mraZ,division/cell wall cluster transcriptional repressor MraZ,WP_002888541.1,,CDS,NZ_MJDM01000001.1,218028,218486,+
BHE81_RS01035,91.58941109489906,1.3455612437732296,0.3852565871622766,3.4926365664098467,0.0004782769631825,0.0048273935590125,BHE81_RS01035,rsmH,,,,gene,NZ_MJDM01000001.1,218489,219430,+
BHE81_RS01035,91.58941109489906,1.3455612437732296,0.3852565871622766,3.4926365664098467,0.0004782769631825,0.0048273935590125,BHE81_RS01035,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,WP_002888547.1,,CDS,NZ_MJDM01000001.1,218489,219430,+
BHE81_RS01160,39.40818233113864,1.1483573901572606,0.4238642820369694,2.709257276028511,0.0067434026264082,0.0415334535486369,BHE81_RS01160,nadC,,,,gene,NZ_MJDM01000001.1,246185,247078,-
BHE81_RS01160,39.40818233113864,1.1483573901572606,0.4238642820369694,2.709257276028511,0.0067434026264082,0.0415334535486369,BHE81_RS01160,nadC,carboxylating nicotinate-nucleotide diphosphorylase,WP_002888684.1,,CDS,NZ_MJDM01000001.1,246185,247078,-
BHE81_RS01440,86.86222231082526,2.6003784405269688,0.5168307581445108,5.031392577838562,4.869299157208589e-07,1.1720909841627005e-05,BHE81_RS01440,fhuA,,,,gene,NZ_MJDM01000001.1,310602,312809,+
BHE81_RS01440,86.86222231082526,2.6003784405269688,0.5168307581445108,5.031392577838562,4.869299157208589e-07,1.1720909841627005e-05,BHE81_RS01440,fhuA,ferrichrome porin FhuA,WP_004178624.1,,CDS,NZ_MJDM01000001.1,310602,312809,+
BHE81_RS01470,53.92760667654027,1.1452123413015205,0.3698929044658428,3.096064637831607,0.0019610760712199,0.0154650092420131,BHE81_RS01470,erpA,,,,gene,NZ_MJDM01000001.1,319619,319963,+
BHE81_RS01470,53.92760667654027,1.1452123413015205,0.3698929044658428,3.096064637831607,0.0019610760712199,0.0154650092420131,BHE81_RS01470,erpA,iron-sulfur cluster insertion protein ErpA,WP_002889275.1,,CDS,NZ_MJDM01000001.1,319619,319963,+
BHE81_RS01495,646.2793865728387,3.4260265723876446,0.2692807233770889,12.722880900724508,4.4128500720550864e-37,3.723562890800081e-34,BHE81_RS01495,degP,,,,gene,NZ_MJDM01000001.1,323919,325352,+
BHE81_RS01495,646.2793865728387,3.4260265723876446,0.2692807233770889,12.722880900724508,4.4128500720550864e-37,3.723562890800081e-34,BHE81_RS01495,degP,serine endoprotease DegP,WP_004145870.1,,CDS,NZ_MJDM01000001.1,323919,325352,+
BHE81_RS01555,69.6227299329912,1.1439013110776508,0.4012620613314464,2.850758696902514,0.0043615054840134,0.0294890891619435,BHE81_RS01555,ispU,,,,gene,NZ_MJDM01000001.1,336932,337690,+
BHE81_RS01555,69.6227299329912,1.1439013110776508,0.4012620613314464,2.850758696902514,0.0043615054840134,0.0294890891619435,BHE81_RS01555,ispU,(2E%2C6E)-farnesyl-diphosphate-specific ditrans%2Cpolycis-undecaprenyl-diphosphate synthase,WP_002889316.1,,CDS,NZ_MJDM01000001.1,336932,337690,+
BHE81_RS01565,224.77541366488288,1.370489170536426,0.2776040454668012,4.936848698411073,7.939501788328406e-07,1.7912704836875694e-05,BHE81_RS01565,rseP,,,,gene,NZ_MJDM01000001.1,338572,339924,+
BHE81_RS01565,224.77541366488288,1.370489170536426,0.2776040454668012,4.936848698411073,7.939501788328406e-07,1.7912704836875694e-05,BHE81_RS01565,rseP,sigma E protease regulator RseP,WP_023302290.1,,CDS,NZ_MJDM01000001.1,338572,339924,+
BHE81_RS01755,45.73775141627681,1.3994482476157453,0.4923155358664486,2.842583964271597,0.0044749442158799,0.0299679200742816,BHE81_RS01755,ahr,,,,gene,NZ_MJDM01000002.1,13997,15016,-
BHE81_RS01755,45.73775141627681,1.3994482476157453,0.4923155358664486,2.842583964271597,0.0044749442158799,0.0299679200742816,BHE81_RS01755,ahr,NADPH-dependent aldehyde reductase Ahr,WP_004178400.1,,CDS,NZ_MJDM01000002.1,13997,15016,-
BHE81_RS01760,54.20481622528317,4.5193850334295815,0.6286321196673613,7.189236585335474,6.515459051178504e-13,4.5063478257249347e-11,BHE81_RS01760,,,,,gene,NZ_MJDM01000002.1,15128,16597,-
BHE81_RS01760,54.20481622528317,4.5193850334295815,0.6286321196673613,7.189236585335474,6.515459051178504e-13,4.5063478257249347e-11,BHE81_RS01760,,SulP family inorganic anion transporter,WP_149888780.1,,CDS,NZ_MJDM01000002.1,15128,16597,-
BHE81_RS01765,41.247678145746825,7.174633861233923,1.3751553670058294,5.217326007937189,1.8152460355429494e-07,4.816681147141952e-06,BHE81_RS01765,,,,,gene,NZ_MJDM01000002.1,16594,17268,-
BHE81_RS01765,41.247678145746825,7.174633861233923,1.3751553670058294,5.217326007937189,1.8152460355429494e-07,4.816681147141952e-06,BHE81_RS01765,,carbonic anhydrase,WP_032428490.1,,CDS,NZ_MJDM01000002.1,16594,17268,-
BHE81_RS02060,95.43302915632448,2.706429547025644,0.5080387296035382,5.327211075300656,9.973224291475519e-08,2.9220162003982783e-06,BHE81_RS02060,fadE,,,,gene,NZ_MJDM01000003.1,12127,14571,-
BHE81_RS02060,95.43302915632448,2.706429547025644,0.5080387296035382,5.327211075300656,9.973224291475519e-08,2.9220162003982783e-06,BHE81_RS02060,fadE,acyl-CoA dehydrogenase FadE,WP_002889690.1,,CDS,NZ_MJDM01000003.1,12127,14571,-
BHE81_RS02210,12.036936559181385,2.302690112183445,0.7777642835169339,2.9606529394369,0.0030698765990013,0.0223480272736824,BHE81_RS02210,,,,,gene,NZ_MJDM01000003.1,43165,44703,-
BHE81_RS02210,12.036936559181385,2.302690112183445,0.7777642835169339,2.9606529394369,0.0030698765990013,0.0223480272736824,BHE81_RS02210,,FGGY-family carbohydrate kinase,WP_023302281.1,,CDS,NZ_MJDM01000003.1,43165,44703,-
BHE81_RS02425,19.43603791115058,2.0738483416189086,0.5816212663946421,3.5656336200949017,0.0003629781664816,0.0038671840514803,BHE81_RS02425,,,,,gene,NZ_MJDM01000003.1,80668,81234,-
BHE81_RS02425,19.43603791115058,2.0738483416189086,0.5816212663946421,3.5656336200949017,0.0003629781664816,0.0038671840514803,BHE81_RS02425,,C40 family peptidase,WP_004191825.1,,CDS,NZ_MJDM01000003.1,80668,81234,-
BHE81_RS02455,13.911420313030618,2.607663779045428,0.8575473134510961,3.0408395410291686,0.0023591952104886,0.0181632200603131,BHE81_RS02455,,,,,gene,NZ_MJDM01000003.1,85412,87145,-
BHE81_RS02455,13.911420313030618,2.607663779045428,0.8575473134510961,3.0408395410291686,0.0023591952104886,0.0181632200603131,BHE81_RS02455,,arylsulfatase,WP_023279761.1,,CDS,NZ_MJDM01000003.1,85412,87145,-
BHE81_RS02510,8.121180219496217,5.783050838815717,1.9746824539646683,2.928597875169649,0.0034049461382334,0.0240225213331219,BHE81_RS02510,,,,,gene,NZ_MJDM01000003.1,98110,99192,+
BHE81_RS02510,8.121180219496217,5.783050838815717,1.9746824539646683,2.928597875169649,0.0034049461382334,0.0240225213331219,BHE81_RS02510,,YncE family protein,WP_004147457.1,,CDS,NZ_MJDM01000003.1,98110,99192,+
BHE81_RS02640,193.29990568373364,4.658350923126887,0.4414448346302257,10.552509753634183,4.945802573362723e-26,1.7388617547514438e-23,BHE81_RS02640,,,,,gene,NZ_MJDM01000004.1,14937,15107,+
BHE81_RS02640,193.29990568373364,4.658350923126887,0.4414448346302257,10.552509753634183,4.945802573362723e-26,1.7388617547514438e-23,BHE81_RS02640,,hypothetical protein,WP_002890108.1,,CDS,NZ_MJDM01000004.1,14937,15107,+
BHE81_RS02645,9.460914685357206,2.910578902299567,0.976083130759745,2.9818965317370933,0.0028646879782943,0.0210193366616065,BHE81_RS02645,,,,,gene,NZ_MJDM01000004.1,15224,15919,-
BHE81_RS02645,9.460914685357206,2.910578902299567,0.976083130759745,2.9818965317370933,0.0028646879782943,0.0210193366616065,BHE81_RS02645,,ABC transporter ATP-binding protein,WP_002890126.1,,CDS,NZ_MJDM01000004.1,15224,15919,-
BHE81_RS02695,35.70801875853379,3.468907081718191,0.5728065760334887,6.055983340378732,1.3956244653741544e-09,5.661672710974576e-08,BHE81_RS02695,tauA,,,,gene,NZ_MJDM01000004.1,26723,27685,+
BHE81_RS02695,35.70801875853379,3.468907081718191,0.5728065760334887,6.055983340378732,1.3956244653741544e-09,5.661672710974576e-08,BHE81_RS02695,tauA,taurine ABC transporter substrate-binding protein,WP_002890192.1,,CDS,NZ_MJDM01000004.1,26723,27685,+
BHE81_RS02700,30.41414522516114,2.862101155288041,0.7728922278387128,3.7031051059880817,0.0002129765914754,0.0025019448347043,BHE81_RS02700,tauB,,,,gene,NZ_MJDM01000004.1,27697,28464,+
BHE81_RS02700,30.41414522516114,2.862101155288041,0.7728922278387128,3.7031051059880817,0.0002129765914754,0.0025019448347043,BHE81_RS02700,tauB,taurine ABC transporter ATP-binding subunit,WP_002890194.1,,CDS,NZ_MJDM01000004.1,27697,28464,+
BHE81_RS02710,52.0036871029684,2.376271553038944,0.5641452220676255,4.212162861771244,2.5293706523208648e-05,0.0003996784562599,BHE81_RS02710,tauD,,,,gene,NZ_MJDM01000004.1,29285,30136,+
BHE81_RS02710,52.0036871029684,2.376271553038944,0.5641452220676255,4.212162861771244,2.5293706523208648e-05,0.0003996784562599,BHE81_RS02710,tauD,taurine dioxygenase,WP_019725514.1,,CDS,NZ_MJDM01000004.1,29285,30136,+
BHE81_RS02740,40.337501242132525,2.398205805193683,0.5252182347722975,4.566112991551785,4.968510259825152e-06,9.316508793867696e-05,BHE81_RS02740,sbmA,,,,gene,NZ_MJDM01000004.1,36047,37267,+
BHE81_RS02740,40.337501242132525,2.398205805193683,0.5252182347722975,4.566112991551785,4.968510259825152e-06,9.316508793867696e-05,BHE81_RS02740,sbmA,peptide antibiotic transporter SbmA,WP_004178724.1,,CDS,NZ_MJDM01000004.1,36047,37267,+
BHE81_RS02745,41.70634817209983,1.580702119808702,0.4820294960782065,3.2792643036770563,0.0010407810944312,0.0093030835538249,BHE81_RS02745,,,,,gene,NZ_MJDM01000004.1,37286,38392,+
BHE81_RS02745,41.70634817209983,1.580702119808702,0.4820294960782065,3.2792643036770563,0.0010407810944312,0.0093030835538249,BHE81_RS02745,,DUF1615 domain-containing protein,WP_002890207.1,,CDS,NZ_MJDM01000004.1,37286,38392,+
BHE81_RS02750,8.518218098721304,2.449749065756311,0.881932007797455,2.777707401587948,0.0054743890393756,0.0350950562771954,BHE81_RS02750,,,,,gene,NZ_MJDM01000004.1,38389,38691,-
BHE81_RS02750,8.518218098721304,2.449749065756311,0.881932007797455,2.777707401587948,0.0054743890393756,0.0350950562771954,BHE81_RS02750,,YaiY family protein,WP_002890210.1,,CDS,NZ_MJDM01000004.1,38389,38691,-
BHE81_RS02800,115.3722239586268,2.324635262816384,0.3089464286344219,7.524395970821005,5.2964603762895296e-14,4.4691532655131036e-12,BHE81_RS02800,,,,,gene,NZ_MJDM01000004.1,46367,47077,-
BHE81_RS02800,115.3722239586268,2.324635262816384,0.3089464286344219,7.524395970821005,5.2964603762895296e-14,4.4691532655131036e-12,BHE81_RS02800,,DUF2076 domain-containing protein,WP_002890273.1,,CDS,NZ_MJDM01000004.1,46367,47077,-
BHE81_RS02845,34.40735719219794,2.433415106169765,0.6312859304411329,3.854695612286705,0.0001158737050928,0.0014996047907568,BHE81_RS02845,phoB,,,,gene,NZ_MJDM01000004.1,56080,56769,+
BHE81_RS02845,34.40735719219794,2.433415106169765,0.6312859304411329,3.854695612286705,0.0001158737050928,0.0014996047907568,BHE81_RS02845,phoB,phosphate response regulator transcription factor PhoB,WP_002890343.1,,CDS,NZ_MJDM01000004.1,56080,56769,+
BHE81_RS02850,39.65339741036605,1.202975193602366,0.4064712717644292,2.9595577281032326,0.0030808097534393,0.0223716632525999,BHE81_RS02850,phoR,,,,gene,NZ_MJDM01000004.1,56791,58086,+
BHE81_RS02850,39.65339741036605,1.202975193602366,0.4064712717644292,2.9595577281032326,0.0030808097534393,0.0223716632525999,BHE81_RS02850,phoR,phosphate regulon sensor histidine kinase PhoR,WP_002890344.1,,CDS,NZ_MJDM01000004.1,56791,58086,+
BHE81_RS02965,6.513562186618425,4.474093530065512,1.5238830250711153,2.935982261405346,0.0033249333503339,0.0235762921093429,BHE81_RS02965,,,,,gene,NZ_MJDM01000004.1,81689,82228,-
BHE81_RS02965,6.513562186618425,4.474093530065512,1.5238830250711153,2.935982261405346,0.0033249333503339,0.0235762921093429,BHE81_RS02965,,DUF3251 domain-containing protein,WP_023302239.1,,CDS,NZ_MJDM01000004.1,81689,82228,-
BHE81_RS02985,75.78291763943203,1.3328243766768917,0.3609082299799586,3.6929730772581824,0.0002216474963164,0.0025620021560522,BHE81_RS02985,nusB,,,,gene,NZ_MJDM01000004.1,84510,84929,+
BHE81_RS02985,75.78291763943203,1.3328243766768917,0.3609082299799586,3.6929730772581824,0.0002216474963164,0.0025620021560522,BHE81_RS02985,nusB,transcription antitermination factor NusB,WP_002891356.1,,CDS,NZ_MJDM01000004.1,84510,84929,+
BHE81_RS03145,466.1284455242797,1.038194922682513,0.2625704957666802,3.9539664182416416,7.686620266700777e-05,0.0010295190763558,BHE81_RS03145,tig,,,,gene,NZ_MJDM01000004.1,114671,115969,+
BHE81_RS03145,466.1284455242797,1.038194922682513,0.2625704957666802,3.9539664182416416,7.686620266700777e-05,0.0010295190763558,BHE81_RS03145,tig,trigger factor,WP_004147333.1,,CDS,NZ_MJDM01000004.1,114671,115969,+
BHE81_RS03180,31.644820508594343,2.2546819743771005,0.5695050662388987,3.9590200474727566,7.525792020808217e-05,0.0010176704017881,BHE81_RS03180,,,,,gene,NZ_MJDM01000004.1,124165,124566,+
BHE81_RS03180,31.644820508594343,2.2546819743771005,0.5695050662388987,3.9590200474727566,7.525792020808217e-05,0.0010176704017881,BHE81_RS03180,,YbgC/FadM family acyl-CoA thioesterase,WP_002891860.1,,CDS,NZ_MJDM01000004.1,124165,124566,+
BHE81_RS03205,9.144508458864616,2.5476965161608933,0.8654346624796472,2.943834614690868,0.0032417317969002,0.0231755391908881,BHE81_RS03205,,,,,gene,NZ_MJDM01000004.1,129305,129763,+
BHE81_RS03205,9.144508458864616,2.5476965161608933,0.8654346624796472,2.943834614690868,0.0032417317969002,0.0231755391908881,BHE81_RS03205,,Lrp/AsnC family transcriptional regulator,WP_002891873.1,,CDS,NZ_MJDM01000004.1,129305,129763,+
BHE81_RS03235,126.86823709879336,1.163238938256947,0.3883510376668365,2.9953285183568408,0.0027414940134782,0.0203633155684235,BHE81_RS03235,,,,,gene,NZ_MJDM01000004.1,136387,136878,+
BHE81_RS03235,126.86823709879336,1.163238938256947,0.3883510376668365,2.9953285183568408,0.0027414940134782,0.0203633155684235,BHE81_RS03235,,YbaY family lipoprotein,WP_002891903.1,,CDS,NZ_MJDM01000004.1,136387,136878,+
BHE81_RS03255,7.553359260311506,2.8851568418913884,1.049986141224634,2.747804688666017,0.0059995736024054,0.0376109970706514,BHE81_RS03255,,,,,gene,NZ_MJDM01000004.1,138349,138606,+
BHE81_RS03255,7.553359260311506,2.8851568418913884,1.049986141224634,2.747804688666017,0.0059995736024054,0.0376109970706514,BHE81_RS03255,,hypothetical protein,WP_004147352.1,,CDS,NZ_MJDM01000004.1,138349,138606,+
BHE81_RS03380,131.68217873371978,1.0131701837717604,0.3615557918967553,2.8022512886782303,0.0050747328521879,0.0331428760114256,BHE81_RS03380,acrA,,,,gene,NZ_MJDM01000004.1,163953,165146,-
BHE81_RS03380,131.68217873371978,1.0131701837717604,0.3615557918967553,2.8022512886782303,0.0050747328521879,0.0331428760114256,BHE81_RS03380,acrA,multidrug efflux RND transporter periplasmic adaptor subunit AcrA,WP_004177236.1,,CDS,NZ_MJDM01000004.1,163953,165146,-
BHE81_RS03425,53.09434895568577,1.3781151653303367,0.3991407704172027,3.4527045781112733,0.0005549964553191,0.0054327843271265,BHE81_RS03425,,,,,gene,NZ_MJDM01000004.1,174199,174531,+
BHE81_RS03425,53.09434895568577,1.3781151653303367,0.3991407704172027,3.4527045781112733,0.0005549964553191,0.0054327843271265,BHE81_RS03425,,YbaB/EbfC family nucleoid-associated protein,WP_002892173.1,,CDS,NZ_MJDM01000004.1,174199,174531,+
BHE81_RS03530,41.46119669477362,1.2768223292799088,0.4745638353075816,2.6905175537709383,0.0071341281707915,0.0431834817110034,BHE81_RS03530,ybbA,,,,gene,NZ_MJDM01000004.1,195630,196316,+
