Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description,paper_reference
BHE81_RS00020,15.877885872133092,-3.3748325707804048,0.7433274102354516,-4.540169680694829,5.620897463248051e-06,0.0001031068104236,BHE81_RS00020,gene_26,K99992,"ko02010,ko01200",M2026,,Metabolic protein,NO
BHE81_RS00025,67.03114560286132,-3.2718865118623754,0.5516683519761845,-5.930893987559437,3.012897034926078e-09,1.1661846413168005e-07,BHE81_RS00025,gene_27,K99992,"ko02010,ko01200",M2027,,Metabolic protein,NO
BHE81_RS00030,43.4440475583484,-3.721724974621528,0.525233475005229,-7.085848773413529,1.3819465660980242e-12,8.833988730859946e-11,BHE81_RS00030,gene_28,K99992,"ko02010,ko01200",M2028,,Metabolic protein,NO
BHE81_RS00060,12.48967104106231,-2.162495600450047,0.808224583607243,-2.6756122547008694,0.0074592888505632,0.0447027551996113,BHE81_RS00060,gene_29,K99992,"ko02010,ko01200",M2029,,Metabolic protein,NO
BHE81_RS00065,18.86770532102948,-1.701120662424417,0.6061416210371613,-2.8064739384067554,0.0050086963917149,0.0327623101963492,BHE81_RS00065,gene_30,K99992,"ko02010,ko01200",M2030,,Metabolic protein,NO
BHE81_RS00110,16.004855426572735,-3.993406387225694,0.8589344591076561,-4.649256232395693,3.331341478801393e-06,6.598558544161069e-05,BHE81_RS00110,gene_31,K99992,"ko02010,ko01200",M2031,,Metabolic protein,NO
BHE81_RS00115,25.888260824378467,-5.063685031393205,0.6964541287637755,-7.270665535979202,3.5772064831871813e-13,2.695916567698959e-11,BHE81_RS00115,gene_32,K99992,"ko02010,ko01200",M2032,,Metabolic protein,NO
BHE81_RS00330,7.316117567290639,-3.831255148484223,1.0641115773175105,-3.600426149053213,0.0003176960573136,0.00345453522115,BHE81_RS00330,gene_36,K99992,"ko02010,ko01200",M2036,,Metabolic protein,NO
BHE81_RS00335,10.959677075162537,-3.2038448379810003,0.8545626238840444,-3.749104803366325,0.0001774669160473,0.0021577317544778,BHE81_RS00335,gene_37,K99992,"ko02010,ko01200",M2037,,Metabolic protein,NO
BHE81_RS00345,14.618466183484196,-2.2880418081150524,0.6687866480643966,-3.421183444282428,0.0006234926138495,0.0060057427804368,BHE81_RS00345,gene_38,K99992,"ko02010,ko01200",M2038,,Metabolic protein,NO
BHE81_RS00370,31.819195823830785,-1.7824724460178685,0.4781505300628835,-3.727847892970961,0.0001931218721514,0.0023147192574057,BHE81_RS00370,gene_39,K99992,"ko02010,ko01200",M2039,,Metabolic protein,NO
BHE81_RS00380,24.24798187257881,-2.355949526734266,0.8435383565905725,-2.7929370470556694,0.0052231855871763,0.0339024922958417,BHE81_RS00380,gene_40,K99992,"ko02010,ko01200",M2040,,Metabolic protein,NO
BHE81_RS00410,39.31443575757464,-2.451923765515093,0.5137257483085436,-4.772826305841435,1.8165845143303105e-06,3.890441657847502e-05,BHE81_RS00410,gene_41,K99992,"ko02010,ko01200",M2041,,Metabolic protein,NO
BHE81_RS00625,29.527638832437564,-1.4663156280884868,0.5062578564035943,-2.896380983605959,0.0037749380135779,0.0261948412488249,BHE81_RS00625,gene_46,K99992,"ko02010,ko01200",M2046,,Metabolic protein,NO
BHE81_RS00645,14.43040404316695,-1.947072749652026,0.6347603146140269,-3.0674141165172952,0.0021591949723716,0.0168074604952692,BHE81_RS00645,gene_47,K99992,"ko02010,ko01200",M2047,,Metabolic protein,NO
BHE81_RS00715,38.7059828968382,-1.0844109425652906,0.4020537259763274,-2.6971791890050527,0.0069929629537401,0.0426081286034272,BHE81_RS00715,gene_48,K99992,"ko02010,ko01200",M2048,,Metabolic protein,NO
BHE81_RS00910,62.42124817013248,-1.884644368801808,0.3986559113259274,-4.727496357782558,2.273051398523277e-06,4.700982279592994e-05,BHE81_RS00910,gene_51,K99992,"ko02010,ko01200",M2051,,Metabolic protein,NO
BHE81_RS00935,27.48377288415112,-1.5138416625614943,0.5505240499770899,-2.74981930875589,0.0059628135409414,0.0374361760851666,BHE81_RS00935,gene_52,K99992,"ko02010,ko01200",M2052,,Metabolic protein,NO
BHE81_RS01025,112.54600645504009,-1.440846183708088,0.4205551130047488,-3.4260579390264567,0.0006124097327201,0.0059124866415249,BHE81_RS01025,gene_53,K99992,"ko02010,ko01200",M2053,,Metabolic protein,NO
BHE81_RS01235,72.9189806317192,-2.3404613190036065,0.3203252757381728,-7.3065146470572335,2.741606294539856e-13,2.1420068438266014e-11,BHE81_RS01235,gene_57,K99992,"ko02010,ko01200",M2057,,Metabolic protein,NO
BHE81_RS01295,29.5449246703696,-1.4433551621591698,0.4399866647910786,-3.2804520628926936,0.0010364087551582,0.0092836699320862,BHE81_RS01295,gene_58,K99992,"ko02010,ko01200",M2058,,Metabolic protein,NO
BHE81_RS01300,27.0606472547874,-1.3902026928383084,0.4596899287552457,-3.024218295586151,0.0024927650085923,0.0189154236893002,BHE81_RS01300,gene_59,K99992,"ko02010,ko01200",M2059,,Metabolic protein,NO
BHE81_RS01810,30.79526333000753,-1.281456195259472,0.4625581681969891,-2.770367671280079,0.0055993047165684,0.0356849948628436,BHE81_RS01810,gene_68,K99992,"ko02010,ko01200",M2068,,Metabolic protein,NO
BHE81_RS01945,37.44556202908168,-1.8751426010747485,0.4586398252661243,-4.088486210255952,4.341973524365251e-05,0.0006360689687255,BHE81_RS01945,gene_69,K99992,"ko02010,ko01200",M2069,,Metabolic protein,NO
BHE81_RS01980,41.89325328528746,-4.738645587757775,0.5513454103952345,-8.59469490162411,8.348631550127392e-18,1.1362218229028216e-15,BHE81_RS01980,gene_70,K99992,"ko02010,ko01200",M2070,,Metabolic protein,NO
BHE81_RS02085,69.27445582194761,-1.2469258690345018,0.3950940354982543,-3.1560230147792527,0.0015993624014961,0.0132049118824117,BHE81_RS02085,gene_72,K99992,"ko02010,ko01200",M2072,,Metabolic protein,NO
BHE81_RS02090,46.02222273841816,-1.2753150643987048,0.3822696636839581,-3.336166025073527,0.0008494241980728,0.0078247176674005,BHE81_RS02090,gene_73,K99992,"ko02010,ko01200",M2073,,Metabolic protein,NO
BHE81_RS02095,35.502645219538444,-1.1497498657872798,0.3867472532934476,-2.9728714451008598,0.0029502799092803,0.0216097759327323,BHE81_RS02095,gene_74,K99992,"ko02010,ko01200",M2074,,Metabolic protein,NO
BHE81_RS02100,30.56729579331538,-1.3994174429737964,0.4390181253916406,-3.1876074404112584,0.0014345515106465,0.0121533590831682,BHE81_RS02100,gene_75,K99992,"ko02010,ko01200",M2075,,Metabolic protein,NO
BHE81_RS02105,86.1528043014028,-1.5996487893373188,0.4236404737387949,-3.7759583620983728,0.0001593936182721,0.0019720870248977,BHE81_RS02105,gene_76,K99992,"ko02010,ko01200",M2076,,Metabolic protein,NO
BHE81_RS02140,71.2369359334396,-1.1177523384986308,0.3329531790471439,-3.357085646989316,0.0007876870868007,0.007343930422515,BHE81_RS02140,gene_77,K99992,"ko02010,ko01200",M2077,,Metabolic protein,NO
BHE81_RS02180,11.426610133397128,-2.631663601998888,0.7579360476134974,-3.4721446621851144,0.0005163180305671,0.0051468453954892,BHE81_RS02180,gene_78,K99992,"ko02010,ko01200",M2078,,Metabolic protein,NO
BHE81_RS02185,27.26873050154698,-1.713961918337788,0.6349164837651321,-2.69950767095191,0.0069442154864768,0.0424603552716603,BHE81_RS02185,gene_79,K99992,"ko02010,ko01200",M2079,,Metabolic protein,NO
BHE81_RS02230,8.788822614570428,-3.969203286492375,1.04620501472907,-3.793905812543116,0.0001482959460043,0.0018676435707238,BHE81_RS02230,gene_81,K99992,"ko02010,ko01200",M2081,,Metabolic protein,NO
BHE81_RS02245,27.492776852948094,-1.2482127303361057,0.4692405563163598,-2.6600700078758037,0.0078124410992909,0.0466204936321197,BHE81_RS02245,gene_82,K99992,"ko02010,ko01200",M2082,,Metabolic protein,NO
BHE81_RS02255,43.01352067915764,-1.3339067196718153,0.4578574354784926,-2.9133669485519893,0.0035755416985162,0.0250169327131675,BHE81_RS02255,gene_83,K99992,"ko02010,ko01200",M2083,,Metabolic protein,NO
BHE81_RS02770,11.618303235463353,-2.430470558461627,0.6565654328970634,-3.701794880880787,0.0002140796599498,0.0025019448347043,BHE81_RS02770,gene_95,K99992,"ko02010,ko01200",M2095,,Metabolic protein,NO
BHE81_RS03290,18.70080533117693,-1.9884818651102223,0.6985178185556388,-2.846716021105816,0.004417274770696,0.0297707384306173,BHE81_RS03290,gene_106,K99992,"ko02010,ko01200",M2106,,Metabolic protein,NO
BHE81_RS03295,30.55162101417872,-1.942342027923488,0.4342868618954669,-4.472486271967885,7.731536518599424e-06,0.0001382175956439,BHE81_RS03295,gene_107,K99992,"ko02010,ko01200",M2107,,Metabolic protein,NO
BHE81_RS03495,58.683454301113976,-1.202925163740105,0.3868170644239604,-3.1098037661070483,0.0018721167414456,0.0148746902677194,BHE81_RS03495,gene_110,K99992,"ko02010,ko01200",M2110,,Metabolic protein,NO
BHE81_RS03575,156.25740893788762,-1.2115590948169437,0.264628524665584,-4.578338999350176,4.686826966465411e-06,8.867140345972005e-05,BHE81_RS03575,gene_113,K99992,"ko02010,ko01200",M2113,,Metabolic protein,NO
BHE81_RS03615,36.67545916781635,-4.208932216248803,0.6549210781989943,-6.426625064233986,1.3046808755701464e-10,6.048844630802691e-09,BHE81_RS03615,gene_114,K99992,"ko02010,ko01200",M2114,,Metabolic protein,NO
BHE81_RS03690,90.52436132403136,-2.517183810581934,0.5681843061932343,-4.4302241071154524,9.41352097504004e-06,0.0001641142355111,BHE81_RS03690,gene_116,K99992,"ko02010,ko01200",M2116,,Metabolic protein,NO
BHE81_RS03825,297.8498218164898,-1.92767086495507,0.3763051421301644,-5.122626956525314,3.0130809001587e-07,7.612088813035662e-06,BHE81_RS03825,gene_122,K99992,"ko02010,ko01200",M2122,,Metabolic protein,NO
BHE81_RS03855,12.590851872589878,-2.7552632683498715,0.6911677449331929,-3.986388671271387,6.708658354386143e-05,0.0009219488468128,BHE81_RS03855,gene_123,K99992,"ko02010,ko01200",M2123,,Metabolic protein,NO
BHE81_RS03860,48.22961571430395,-3.6674243859256217,0.5253051935624041,-6.981511759011281,2.920204591944846e-12,1.7855569816543919e-10,BHE81_RS03860,gene_124,K99992,"ko02010,ko01200",M2124,,Metabolic protein,NO
BHE81_RS03985,132.58557435436597,-1.8460416707142864,0.4256939962708959,-4.336546173743859,1.447390330908034e-05,0.0002420260062684,BHE81_RS03985,gene_132,K99992,"ko02010,ko01200",M2132,,Metabolic protein,NO
BHE81_RS04035,108.21349255315374,-5.052688765185585,0.4690575720780488,-10.772001276518871,4.66743809122618e-27,1.969192130688325e-24,BHE81_RS04035,gene_133,K99992,"ko02010,ko01200",M2133,,Metabolic protein,NO
BHE81_RS04040,20.41401153321542,-3.893416954935661,0.677013746434994,-5.750868391428595,8.878621239907234e-09,3.121575250930718e-07,BHE81_RS04040,gene_134,K99992,"ko02010,ko01200",M2134,,Metabolic protein,NO
BHE81_RS04155,29.37187556224884,-2.650248222085257,0.9416717638314428,-2.814407656551169,0.004886721517165,0.032014096398943,BHE81_RS04155,gene_135,K99992,"ko02010,ko01200",M2135,,Metabolic protein,NO
BHE81_RS04320,14.369763370736615,-1.6564923679466892,0.5548552417823488,-2.985449614976289,0.0028316178196779,0.0208492069480299,BHE81_RS04320,gene_137,K99992,"ko02010,ko01200",M2137,,Metabolic protein,NO
BHE81_RS04635,62.79961095610793,-3.734350801628288,0.5170978808890717,-7.22174841484099,5.132336059658844e-13,3.608887639283444e-11,BHE81_RS04635,gene_140,K99992,"ko02010,ko01200",M2140,,Metabolic protein,NO
BHE81_RS04965,24.888979167195043,-2.879452530182897,0.5110581555962158,-5.634295233628825,1.7577567321089608e-08,5.932780522214165e-07,BHE81_RS04965,gene_147,K99992,"ko02010,ko01200",M2147,,Metabolic protein,NO
BHE81_RS04980,5.29063717904171,-3.2119808206853406,1.057689758276098,-3.036789186576286,0.0023911262187252,0.0183727399245265,BHE81_RS04980,gene_148,K99992,"ko02010,ko01200",M2148,,Metabolic protein,NO
BHE81_RS05140,145.0640720893346,-2.186145390199349,0.3261066510273702,-6.703774312213785,2.0310387493784975e-11,1.020113390908081e-09,BHE81_RS05140,gene_150,K99992,"ko02010,ko01200",M2150,,Metabolic protein,NO
BHE81_RS05145,152.03836689763585,-1.7958140149767745,0.4330692033962604,-4.146713737419919,3.3728132143126424e-05,0.0005100322204725,BHE81_RS05145,gene_151,K99992,"ko02010,ko01200",M2151,,Metabolic protein,NO
BHE81_RS05155,164.06349461780775,-1.6343346470965057,0.4681630486252737,-3.490951820942744,0.0004813030381782,0.0048463425252366,BHE81_RS05155,gene_152,K99992,"ko02010,ko01200",M2152,,Metabolic protein,NO
BHE81_RS05275,246.6376639269304,-3.811205506392388,0.3875611107165455,-9.833818205717314,8.050724062331497e-23,1.7876844641566624e-20,BHE81_RS05275,gene_154,K99992,"ko02010,ko01200",M2154,,Metabolic protein,NO
BHE81_RS05380,13.611959588725886,-2.9938053703709406,0.6575086865710094,-4.553255997246231,5.282193012671016e-06,9.860872708167704e-05,BHE81_RS05380,gene_155,K99992,"ko02010,ko01200",M2155,,Metabolic protein,NO
BHE81_RS05385,12.5917519020989,-2.254451720709262,0.7093851398028533,-3.1780362939880606,0.0014827618857314,0.0125366180278574,BHE81_RS05385,gene_156,K99992,"ko02010,ko01200",M2156,,Metabolic protein,NO
BHE81_RS05395,16.75219336457655,-2.199102540339191,0.5818523897463258,-3.779485276837909,0.0001571528849025,0.0019558348713982,BHE81_RS05395,gene_157,K99992,"ko02010,ko01200",M2157,,Metabolic protein,NO
BHE81_RS05400,7.840857410046272,-3.791277102717985,0.942172226462113,-4.02397459427811,5.7224093057283e-05,0.0008074530053801,BHE81_RS05400,gene_158,K99992,"ko02010,ko01200",M2158,,Metabolic protein,NO
BHE81_RS05405,41.74513586467335,-2.248895237765994,0.5822439287722236,-3.8624623231507695,0.0001122498812762,0.0014616736083475,BHE81_RS05405,gene_159,K99992,"ko02010,ko01200",M2159,,Metabolic protein,NO
BHE81_RS05595,22.701480842990293,-2.1912369717434625,0.6906618433242717,-3.172662559721948,0.0015104797167299,0.012669411381478,BHE81_RS05595,gene_160,K99992,"ko02010,ko01200",M2160,,Metabolic protein,NO
BHE81_RS05690,61.993619369628966,-1.269047013779922,0.3430047681864346,-3.699794088839466,0.000215774467606,0.002514785853121,BHE81_RS05690,gene_162,K99992,"ko02010,ko01200",M2162,,Metabolic protein,NO
BHE81_RS05705,25.07471025685992,-2.233824173467284,0.5091113566350354,-4.387692681286299,1.1455949100581312e-05,0.0001948897147393,BHE81_RS05705,gene_163,K99992,"ko02010,ko01200",M2163,,Metabolic protein,NO
BHE81_RS05710,20.556788522523185,-2.2715152166170656,0.6731828078402845,-3.3742917825019565,0.0007400587881607,0.0069850291437368,BHE81_RS05710,gene_164,K99992,"ko02010,ko01200",M2164,,Metabolic protein,NO
BHE81_RS06175,6.642981750578445,-2.235056415741457,0.8255253007764396,-2.707435391306962,0.0067805267280086,0.0416140276461587,BHE81_RS06175,gene_172,K99992,"ko02010,ko01200",M2172,,Metabolic protein,NO
BHE81_RS06380,13.48287706558034,-1.8917428602428727,0.6049218622346594,-3.1272515978419606,0.0017644885592123,0.0141259530006016,BHE81_RS06380,gene_173,K99992,"ko02010,ko01200",M2173,,Metabolic protein,NO
BHE81_RS06385,23.743438609237284,-2.119238204619881,0.5643565052478757,-3.755140916979548,0.0001732439777483,0.0021185980931025,BHE81_RS06385,gene_174,K99992,"ko02010,ko01200",M2174,,Metabolic protein,NO
BHE81_RS06760,351.7490079584448,-2.852367121367488,0.4113459015520679,-6.934230074020652,4.084394630489349e-12,2.3933417980603555e-10,BHE81_RS06760,gene_178,K99992,"ko02010,ko01200",M2178,,Metabolic protein,NO
BHE81_RS07000,17.872920405468093,-8.36713777416077,2.0437365726742853,-4.0940392641758825,4.239224745011165e-05,0.0006247157610396,BHE81_RS07000,gene_188,K99992,"ko02010,ko01200",M2188,,Metabolic protein,NO
BHE81_RS07005,68.31502050875754,-7.534311762386423,0.971211188919216,-7.75764514283527,8.652083426766832e-15,8.111808883895392e-13,BHE81_RS07005,gene_189,K99992,"ko02010,ko01200",M2189,,Metabolic protein,NO
BHE81_RS07010,198.66260703988695,-7.397890206401103,0.7178391711117601,-10.305776703357594,6.635348780795247e-25,1.7496585316359468e-22,BHE81_RS07010,gene_190,K99992,"ko02010,ko01200",M2190,,Metabolic protein,NO
BHE81_RS07230,16.973277270259654,-3.2906902474036848,0.6340856667428026,-5.189661933705958,2.1067622120911465e-07,5.486685044946016e-06,BHE81_RS07230,gene_200,K99992,"ko02010,ko01200",M2200,,Metabolic protein,NO
BHE81_RS07235,24.729633576432008,-1.872936833225047,0.6388885997649564,-2.931554630829365,0.003372700400489,0.0238348793796703,BHE81_RS07235,gene_201,K99992,"ko02010,ko01200",M2201,,Metabolic protein,NO
BHE81_RS07605,4.246711633126298,-4.582530797287888,1.623318145239965,-2.822940660600132,0.0047585378078606,0.0314107825576489,BHE81_RS07605,gene_208,K99992,"ko02010,ko01200",M2208,,Metabolic protein,NO
BHE81_RS07680,146.5756800591785,-3.043884676001792,0.3956949485994604,-7.692503244672308,1.442838210135742e-14,1.323333567078847e-12,BHE81_RS07680,gene_210,K99992,"ko02010,ko01200",M2210,,Metabolic protein,NO
BHE81_RS08205,4.156993614725114,-3.4207613101653065,1.2076227455738275,-2.8326406758261737,0.0046165247828921,0.0306726268646018,BHE81_RS08205,gene_215,K99992,"ko02010,ko01200",M2215,,Metabolic protein,NO
BHE81_RS08215,21.16981018593853,-6.706113603080806,1.1571721581787064,-5.795260070580746,6.8215387353384975e-09,2.4389891461350097e-07,BHE81_RS08215,gene_216,K99992,"ko02010,ko01200",M2216,,Metabolic protein,NO
BHE81_RS08410,6079.694123528378,-1.105621059315038,0.297986426502749,-3.710306782395803,0.0002070082396593,0.0024532802334906,BHE81_RS08410,gene_223,K99992,"ko02010,ko01200",M2223,,Metabolic protein,NO
BHE81_RS08690,157.14646875187404,-1.6516918674585528,0.2621272696843498,-6.301106593936215,2.9552805719641344e-10,1.2987842430329875e-08,BHE81_RS08690,gene_231,K99992,"ko02010,ko01200",M2231,,Metabolic protein,NO
BHE81_RS08825,5.449268379413069,-4.88799832423817,1.4137023723406152,-3.4575865612684025,0.000545037114798,0.0053726906246098,BHE81_RS08825,gene_235,K99992,"ko02010,ko01200",M2235,,Metabolic protein,NO
BHE81_RS08830,216.1297554157707,-8.888523589004604,0.850079141566637,-10.45611303039817,1.3737620819415425e-25,4.1399301597938333e-23,BHE81_RS08830,gene_236,K99992,"ko02010,ko01200",M2236,,Metabolic protein,NO
BHE81_RS08835,197.57631811133965,-7.761838045586218,0.6889675518244155,-11.265897827891228,1.933708511034667e-29,1.0197895260069072e-26,BHE81_RS08835,gene_237,K99992,"ko02010,ko01200",M2237,,Metabolic protein,NO
BHE81_RS08840,488.993361080756,-7.71620431715136,0.6029974912683035,-12.796411973326167,1.7170302173584157e-37,1.811037621758789e-34,BHE81_RS08840,gene_238,K99992,"ko02010,ko01200",M2238,,Metabolic protein,NO
BHE81_RS08845,1279.7410716305048,-8.090212998730815,0.4419067290854691,-18.307512572785665,7.208847931100929e-75,3.0414129421314813e-71,BHE81_RS08845,gene_239,K99992,"ko02010,ko01200",M2239,,Metabolic protein,NO
BHE81_RS08850,281.62093926653966,-7.632160432194348,0.5661274101935034,-13.481347652087116,2.0139433628545287e-41,4.248413523941628e-38,BHE81_RS08850,gene_240,K99992,"ko02010,ko01200",M2240,,Metabolic protein,NO
BHE81_RS08855,59.97899841024349,-2.2949605334433727,0.4459789686090644,-5.145894077922508,2.662496315482108e-07,6.766910816276514e-06,BHE81_RS08855,gene_241,K99992,"ko02010,ko01200",M2241,,Metabolic protein,NO
BHE81_RS08860,59.19922370213061,-2.4900214438817527,0.3882915481888254,-6.412762408804376,1.4290614822002115e-10,6.553489558046405e-09,BHE81_RS08860,gene_242,K99992,"ko02010,ko01200",M2242,,Metabolic protein,NO
BHE81_RS08980,53.48801561795986,-3.420796846888265,0.426137678749715,-8.027445160270407,9.952343234334e-16,1.1348361109636525e-13,BHE81_RS08980,gene_245,K99992,"ko02010,ko01200",M2245,,Metabolic protein,NO
BHE81_RS09170,14.48422441687172,-2.477058281808977,0.6258412647224252,-3.9579657357806366,7.559079786562193e-05,0.0010189059942334,BHE81_RS09170,gene_248,K99992,"ko02010,ko01200",M2248,,Metabolic protein,NO
BHE81_RS09570,91.70367267891726,-1.2676480034138415,0.4227704432853394,-2.998431000906728,0.002713735971645,0.0201926844168794,BHE81_RS09570,gene_257,K99992,"ko02010,ko01200",M2257,,Metabolic protein,NO
BHE81_RS09790,12.419469999665324,-2.332227400140835,0.7438405852898851,-3.135386057527277,0.0017162808610066,0.0138982513485352,BHE81_RS09790,gene_261,K99992,"ko02010,ko01200",M2261,,Metabolic protein,NO
BHE81_RS10105,72.8812833981613,-1.036251594754194,0.3717491268775305,-2.7875024306259584,0.0053116055815691,0.0343706502279756,BHE81_RS10105,gene_262,K99992,"ko02010,ko01200",M2262,,Metabolic protein,NO
BHE81_RS10210,17.844461477886316,-2.0002964088134805,0.5704462444312122,-3.506546722571488,0.0004539617309777,0.0046262428574765,BHE81_RS10210,gene_263,K99992,"ko02010,ko01200",M2263,,Metabolic protein,NO
BHE81_RS10835,16.96125335331377,-2.886132158521606,0.652150590759895,-4.425560904818999,9.61920115576551e-06,0.0001670099163628,BHE81_RS10835,gene_267,K99992,"ko02010,ko01200",M2267,,Metabolic protein,NO
BHE81_RS11130,48.95111872159328,-1.4597004940249692,0.3783153764394831,-3.858422324154379,0.0001141213253367,0.0014814703741409,BHE81_RS11130,gene_273,K99992,"ko02010,ko01200",M2273,,Metabolic protein,NO
BHE81_RS11135,39.43616117947,-1.1561423976669811,0.4324184545213457,-2.673665717960032,0.0075027196914166,0.0448992544370024,BHE81_RS11135,gene_274,K99992,"ko02010,ko01200",M2274,,Metabolic protein,NO
BHE81_RS11250,8466.773414094294,-1.598781136485449,0.4904705227953552,-3.2596885280148165,0.0011153462623997,0.009882209149738,BHE81_RS11250,gene_276,K99992,"ko02010,ko01200",M2276,,Metabolic protein,NO
BHE81_RS11325,33.06288503831663,-2.455642996708904,0.46150548414402,-5.3209400128007625,1.0323244117281777e-07,3.003708064193918e-06,BHE81_RS11325,gene_277,K99992,"ko02010,ko01200",M2277,,Metabolic protein,NO
BHE81_RS11330,129.33610537333143,-4.007874187918826,0.4422680076166173,-9.062093841056388,1.279700324648355e-19,2.0765598729582345e-17,BHE81_RS11330,gene_278,K99992,"ko02010,ko01200",M2278,,Metabolic protein,NO
BHE81_RS11335,283.67414929609663,-7.000238295214063,0.6778698114702236,-10.326818183614538,5.329929828168708e-25,1.4991315963362518e-22,BHE81_RS11335,gene_279,K99992,"ko02010,ko01200",M2279,,Metabolic protein,NO
BHE81_RS11340,127.18429062179293,-6.488597837600832,0.6329573491574166,-10.251240223750235,1.1683467282759504e-24,2.8995616744683734e-22,BHE81_RS11340,gene_280,K99992,"ko02010,ko01200",M2280,,Metabolic protein,NO
BHE81_RS11345,34.9997761346668,-4.918721274848231,0.757892913518814,-6.489995073329219,8.583918113765385e-11,4.115403468406383e-09,BHE81_RS11345,gene_281,K99992,"ko02010,ko01200",M2281,,Metabolic protein,NO
BHE81_RS11350,17.147234455999307,-2.8883680691045512,0.6195911964646204,-4.661731938067461,3.135594306364589e-06,6.269702549076873e-05,BHE81_RS11350,gene_282,K99992,"ko02010,ko01200",M2282,,Metabolic protein,NO
BHE81_RS11390,31.155795989055065,-1.835625621688092,0.4668591900446686,-3.931861385255072,8.429066572140681e-05,0.0011218369674404,BHE81_RS11390,gene_283,K99992,"ko02010,ko01200",M2283,,Metabolic protein,NO
BHE81_RS11395,44.40244511055267,-2.550276801831823,0.502109992689204,-5.079119792404517,3.791875695166314e-07,9.46622695734123e-06,BHE81_RS11395,gene_284,K99992,"ko02010,ko01200",M2284,,Metabolic protein,NO
BHE81_RS11400,35.3898976867306,-3.6641925407602383,0.540310575770689,-6.781641346800777,1.1881814851953962e-11,6.345490741821996e-10,BHE81_RS11400,gene_285,K99992,"ko02010,ko01200",M2285,,Metabolic protein,NO
BHE81_RS11405,23.626030653571505,-2.092044946427991,0.5742766756536609,-3.6429216701980023,0.0002695608866616,0.0030086703196441,BHE81_RS11405,gene_286,K99992,"ko02010,ko01200",M2286,,Metabolic protein,NO
BHE81_RS11410,76.2656908829879,-2.610047465327024,0.4464103738331273,-5.846744650926695,5.0128609921009565e-09,1.8290026415344289e-07,BHE81_RS11410,gene_287,K99992,"ko02010,ko01200",M2287,,Metabolic protein,NO
